AVL ID,Parameter Name,flespi Parameter Path,Data Type,Units,Description,Notes / Source
990,can.vehicle.mileage,can.vehicle.mileage,number,km,Total vehicle mileage read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
991,can.engine.motorhours,can.engine.motorhours,number,hours,Total engine motorhours (engine work time) read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
993,can.vehicle.motorhours,can.vehicle.motorhours,number,hours,Accumulated time of operation of vehicle,"flespi Teltonika protocol page, last retrieved 2025-11-28"
996,can.fuel.consumed,can.fuel.consumed,number,liters,Fuel volume totally consumed by vehicle read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1002,can.engine.coolant.temperature,can.engine.coolant.temperature,number,celsius,Engine coolant temperature read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1005,can.engine.turbocharger.oil.temperature,can.engine.turbocharger.oil.temperature,number,celsius,Temperature of the turbocharger lubricant,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1006,can.engine.intercooler.temperature,can.engine.intercooler.temperature,number,celsius,Temperature of liquid found in the intercooler located after the turbocharger,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1019,can.wheel.speed,can.wheel.speed,number,km/h,"Vehicle wheel based speed, read from CAN bus","flespi Teltonika protocol page, last retrieved 2025-11-28"
1035,can.engine.fuel.rate,can.engine.fuel.rate,number,liters/h,Engine fuel rate read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1036,can.fuel.economy,can.fuel.economy,number,km/liters,CAN instantaneous fuel economy,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1037,can.average.fuel.economy,can.average.fuel.economy,number,km/liters,CAN average fuel economy,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1048,can.intake.air.pressure,can.intake.air.pressure,number,kPa,Absolute air pressure at input port to intake manifold or air box,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1053,can.alternator.current,can.alternator.current,number,amperes,Measure of electrical current flow from the alternator,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1066,can.fuel.level,can.fuel.level,number,percentage,Fuel level in tank read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1070,can.fuel.level,can.fuel.level,number,percentage,Fuel level in tank read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1083,can.dual.fuel.status,can.dual.fuel.status,boolean,N/A,"Engine working on dual fuel status, read from CAN bus","flespi Teltonika protocol page, last retrieved 2025-11-28"
1084,can.lpg.fuel.status,can.lpg.fuel.status,boolean,N/A,"Engine working on LPG fuel status, read from CAN bus","flespi Teltonika protocol page, last retrieved 2025-11-28"
1112,can.vehicle.battery.voltage,can.vehicle.battery.voltage,number,volts,"Vehicle battery voltage, read from CAN","flespi Teltonika protocol page, last retrieved 2025-11-28"
1113,can.vehicle.battery.current,can.vehicle.battery.current,number,amperes,"Vehicle battery current, read from CAN","flespi Teltonika protocol page, last retrieved 2025-11-28"
1120,can.brake.pressure,can.brake.pressure,number,kPa,Brake application pressure from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1126,can.max.available.power,can.max.available.power,number,W,Maximum available power from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1127,can.handlebar.lock.status,can.handlebar.lock.status,boolean,N/A,Handlebar lock status from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1128,can.rear.brake.status,can.rear.brake.status,boolean,N/A,Rear brake status from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1129,can.com.error.status,can.com.error.status,boolean,N/A,COM Error status from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1130,can.engine.rpm,can.engine.rpm,number,rpm,Engine RPM read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1131,can.torque.current,can.torque.current,number,amperes,Torque current from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1132,can.sn.high,can.sn.high,string,N/A,SN High from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1133,can.sn.low,can.sn.low,string,N/A,SN Low from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1134,can.lowest.battery.voltage,can.lowest.battery.voltage,number,volts,Lowest Battery Voltage from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1135,can.lowest.battery.code,can.lowest.battery.code,string,N/A,Lowest battery ID code from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1136,can.highest.battery.voltage,can.highest.battery.voltage,number,volts,Highest battery voltage from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1137,can.highest.battery.code,can.highest.battery.code,string,N/A,Highest battery ID code from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1138,can.highest.mismatch.voltage,can.highest.mismatch.voltage,number,volts,Highest mismatch voltage from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1139,can.highest.mismatch.code,can.highest.mismatch.code,string,N/A,Highest mismatch ID code from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1140,can.lowest.battery.temperature,can.lowest.battery.temperature,number,celsius,Lowest battery temperature from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1141,can.lowest.battery.temperature.code,can.lowest.battery.temperature.code,string,N/A,Lowest temperature battery ID code from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1142,can.highest.battery.temperature,can.highest.battery.temperature,number,celsius,Highest battery temperature from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1143,can.highest.battery.temperature.code,can.highest.battery.temperature.code,string,N/A,Highest temperature battery ID code from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1145,can.discharge.time,can.discharge.time,number,seconds,Time to empty from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1146,can.full.charge.time,can.full.charge.time,number,seconds,Time to full charge from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1147,can.cluster.state.enum,can.cluster.state.enum,number,N/A,Cluster state from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1148,can.cluster.soc,can.cluster.soc,number,percentage,Cluster SoC from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1148,gsm.signal.quality,gsm.signal.quality,number,N/A,"The quality (bit error rate) of the Mobile network (GSM, 3G, 4G, LTE, 5G, ...) signal","flespi Teltonika protocol page, last retrieved 2025-11-28"
1148,network.signal.rsrp,network.signal.rsrp,number,dbm,LTE reference signal received power (RSRP),"flespi Teltonika protocol page, last retrieved 2025-11-28"
1148,network.signal.rssi,network.signal.rssi,number,dbm,Network signal strength,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1148,network.signal.sinr,network.signal.sinr,number,dbm,Network Singal to Interference plus Noise ratio,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1149,can.max.discharge.current,can.max.discharge.current,number,amperes,Max discharge current from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1149,network.lte.band,network.lte.band,number,N/A,LTE band,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1150,can.recuperation.status,can.recuperation.status,boolean,N/A,Recuperation status from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1151,can.switch.process.status,can.switch.process.status,boolean,N/A,Switch process status from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1151,can.vehicle.battery.health,can.vehicle.battery.health,number,percentage,Battery State of Health,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1152,can.soc.switch.level,can.soc.switch.level,number,percentage,SoC switch level from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1152,can.vehicle.battery.temperature,can.vehicle.battery.temperature,number,celsius,"Battery pack temperature, read from CAN","flespi Teltonika protocol page, last retrieved 2025-11-28"
1153,can.part.charge.capacity,can.part.charge.capacity,number,Ah,Part charge capacity,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1154,can.cluster.voltage,can.cluster.voltage,number,volts,Cluster voltage from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1155,can.cluster.current,can.cluster.current,number,amperes,Cluster current from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1155,can.vehicle.battery.energy.consumed,can.vehicle.battery.energy.consumed,number,kWh,Energy consumed from the vehicle battery read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1156,can.major.version,can.major.version,string,N/A,Major version from CAN bus in hex form,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1156,can.vehicle.battery.energy.recuperated,can.vehicle.battery.energy.recuperated,number,kWh,Recuperated energy into the vehicle battery read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1157,can.minor.version,can.minor.version,string,N/A,Minor version from CAN bus in hex form,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1157,can.vehicle.battery.power,can.vehicle.battery.power,number,kW,Vehicle battery power read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1158,can.patch.version,can.patch.version,string,N/A,Patch version from CAN bus in hex form,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1159,can.recognized.batteries,can.recognized.batteries,number,N/A,Recognized batteries from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1160,can.activated.batteries,can.activated.batteries,number,N/A,Activated batteries from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1161,can.faulty.batteries,can.faulty.batteries,number,N/A,Faulty batteries from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1161,device.imei,device.imei,string,N/A,IMEI of the device,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1162,can.battery1.voltage,can.battery1.voltage,number,volts,Battery 1 voltage from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1163,can.battery1.current,can.battery1.current,number,amperes,Battery 1 current from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1164,can.battery1.state.enum,can.battery1.state.enum,number,N/A,Battery 1 state from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1165,can.battery1.soc,can.battery1.soc,number,N/A,Battery 1 SoC from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1166,can.battery1.temperature,can.battery1.temperature,number,celsius,Indexed battery 1 temperature from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1167,can.battery1.temperature,can.battery1.temperature,number,celsius,Indexed battery 1 temperature from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1168,can.battery1.power.stage.temperature,can.battery1.power.stage.temperature,number,celsius,Battery 1 power stage temp from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1169,can.battery1.remaining.capacity,can.battery1.remaining.capacity,number,Ah,Battery 1 remaining capacity from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1170,can.battery2.voltage,can.battery2.voltage,number,volts,Battery 2 voltage from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1171,can.battery2.current,can.battery2.current,number,amperes,Battery 2 current from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1172,can.battery2.state.enum,can.battery2.state.enum,number,N/A,Battery 2 state from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1173,can.battery2.soc,can.battery2.soc,number,N/A,Battery 2 SoC from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1174,can.battery2.temperature,can.battery2.temperature,number,celsius,Indexed battery 2 temperature from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1175,can.battery2.temperature,can.battery2.temperature,number,celsius,Indexed battery 2 temperature from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1176,can.battery2.power.stage.temperature,can.battery2.power.stage.temperature,number,celsius,Battery 2 power stage temp from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1176,can.vehicle.mileage,can.vehicle.mileage,number,km,Total vehicle mileage read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1177,can.battery2.remaining.capacity,can.battery2.remaining.capacity,number,Ah,Battery 2 remaining capacity from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1177,can.engine.motorhours,can.engine.motorhours,number,hours,Total engine motorhours (engine work time) read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1178,can.battery.error.code,can.battery.error.code,string,N/A,Battery error code read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1178,can.engine.ignition.status,can.engine.ignition.status,boolean,N/A,CAN engine ignition status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1179,can.battery.error.code,can.battery.error.code,string,N/A,Battery error code read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1179,can.parking.brake.status,can.parking.brake.status,boolean,N/A,Parking break status from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1180,can.cluster.error.code,can.cluster.error.code,string,N/A,Cluster error code from CAN bus in hex form,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1180,can.fuel.consumed,can.fuel.consumed,number,liters,Fuel volume totally consumed by vehicle read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1181,can.max.charge.current,can.max.charge.current,number,amperes,Max charge current from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1181,can.total.engine.idle.time,can.total.engine.idle.time,number,hours,"Time of engine running in idling status (vehicle stopped) since vehicle manufacture, read from CAN","flespi Teltonika protocol page, last retrieved 2025-11-28"
1182,can.dtc.number,can.dtc.number,number,N/A,Number of diagnostic trouble codes,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1182,can.lowest.battery2.temperature,can.lowest.battery2.temperature,number,celsius,Lowest battery 2 voltage from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1183,can.fuel.level,can.fuel.level,number,percentage,Fuel level in tank read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1183,can.highest.battery2.temperature,can.highest.battery2.temperature,number,celsius,Highest battery 2 temperature from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1184,can.battery.voltage,can.battery.voltage,number,volts,Battery voltage read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1184,can.lowest.battery2.voltage,can.lowest.battery2.voltage,number,volts,Lowest battery 2 voltage from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1185,can.fuel.idle.consumed,can.fuel.idle.consumed,number,liters,Fuel volume totally consumed during idling state of the vehicle read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1185,can.highest.battery2.voltage,can.highest.battery2.voltage,number,volts,Highest battery 2 voltage from CAN bus,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1186,can.trip.vehicle.mileage,can.trip.vehicle.mileage,number,km,Distance travelled during all or part of a journey,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1187,can.fuel.economy,can.fuel.economy,number,km/liters,CAN instantaneous fuel economy,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1188,can.ambient.air.temperature,can.ambient.air.temperature,number,celsius,CAN ambient air temperature,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1189,can.engine.load,can.engine.load,number,percentage,Engine percent load at current speed,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1191,can.engine.oil.temperature,can.engine.oil.temperature,number,celsius,Engine oil temperature read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1192,can.trip.fuel.consumed,can.trip.fuel.consumed,number,liters,"Volume of liquid fuel consumed during the trip, read from CAN","flespi Teltonika protocol page, last retrieved 2025-11-28"
1193,can.engine.oil.pressure,can.engine.oil.pressure,number,kPa,CAN Engine oil pressure,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1194,can.driver.seatbelt.status,can.driver.seatbelt.status,boolean,N/A,"Driver's seatbelt fastened status, read from CAN","flespi Teltonika protocol page, last retrieved 2025-11-28"
1195,can.cruise.control.state,can.cruise.control.state,number,N/A,Cruise control state read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1196,can.throttle.pedal.level,can.throttle.pedal.level,number,percentage,Throttle pedal push level read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1197,can.engine.coolant.level,can.engine.coolant.level,number,percentage,Engine coolant level read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1198,can.engine.coolant.pressure,can.engine.coolant.pressure,number,kPa,Engine coolant pressure,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1199,can.transmission.oil.temperature,can.transmission.oil.temperature,number,celsius,Transmission oil temperature reaed from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1200,gsm.mnc,gsm.mnc,number,N/A,"Mobile network (GSM, 3G, 4G, LTE, 5G, ...) code","flespi Teltonika protocol page, last retrieved 2025-11-28"
1201,can.brake.pedal.level,can.brake.pedal.level,number,percentage,Brake pedal push level read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1201,gsm.mnc,gsm.mnc,number,N/A,"Mobile network (GSM, 3G, 4G, LTE, 5G, ...) code","flespi Teltonika protocol page, last retrieved 2025-11-28"
1202,gsm.mnc,gsm.mnc,number,N/A,"Mobile network (GSM, 3G, 4G, LTE, 5G, ...) code","flespi Teltonika protocol page, last retrieved 2025-11-28"
1203,gsm.mnc,gsm.mnc,number,N/A,"Mobile network (GSM, 3G, 4G, LTE, 5G, ...) code","flespi Teltonika protocol page, last retrieved 2025-11-28"
1378,can.hybrid.battery.min.cell.voltage,can.hybrid.battery.min.cell.voltage,number,volts,OEM HV Battery Min Cell Voltage read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1379,can.hybrid.battery.max.cell.voltage,can.hybrid.battery.max.cell.voltage,number,volts,OEM HV Battery Max Cell Voltage read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1380,can.hybrid.battery.current,can.hybrid.battery.current,number,amperes,OEM HV Battery Current read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1381,can.hybrid.battery.voltage,can.hybrid.battery.voltage,number,volts,OEM HV Battery High Voltage read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1382,can.hybrid.battery.capacity,can.hybrid.battery.capacity,number,kWh,OEM HV Battery Max Energy read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1383,can.hybrid.battery.measured.capacity,can.hybrid.battery.measured.capacity,number,kWh,OEM HV Battery Measured Energy read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1386,can.hybrid.battery.min.temperature,can.hybrid.battery.min.temperature,number,celsius,OEM HV Battery Min Cell Temperature read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1387,can.hybrid.battery.max.temperature,can.hybrid.battery.max.temperature,number,celsius,OEM HV Battery Max Cell Temperature read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1388,can.vehicle.battery.energy.consumed,can.vehicle.battery.energy.consumed,number,kWh,Energy consumed from the vehicle battery read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1389,can.vehicle.battery.total.charge.energy,can.vehicle.battery.total.charge.energy,number,kWh,"Vehicle battery charged total energy, read from CAN","flespi Teltonika protocol page, last retrieved 2025-11-28"
1433,dead.reckoning.calibration.state,dead.reckoning.calibration.state,string,N/A,Dead Reckoning Calibration Status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1433,dead.reckoning.calibration.state.enum,dead.reckoning.calibration.state.enum,number,N/A,Dead Reckoning Calibration Status value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
1443,distance.since.refuel,distance.since.refuel,number,km,Calculated distance covered after the latest refueling,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10009,eco.driving.events.number,eco.driving.events.number,number,N/A,Average amount of events on some distance,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10040,freezer.fuel.level,freezer.fuel.level,number,percentage,Freezer fuel level,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10041,freezer.battery.voltage,freezer.battery.voltage,number,volts,Freezer battery voltage,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10042,freezer.electric.total,freezer.electric.total,number,hours,Freezer electric total,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10043,freezer.vehicle.total,freezer.vehicle.total,number,hours,Freezer vehicle total,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10044,freezer.engine.total,freezer.engine.total,number,hours,Freezer engine total,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10045,freezer.zone1.alarm.type,freezer.zone1.alarm.type,number,N/A,Freezer zone 1 alarm type,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10046,freezer.zone1.alarm.code,freezer.zone1.alarm.code,number,N/A,Freezer zone 1 alarm code,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10047,freezer.zone1.return.air.temperature,freezer.zone1.return.air.temperature,number,N/A,Freezer zone 1 return air temperature,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10048,freezer.zone1.supply.air.temperature,freezer.zone1.supply.air.temperature,number,N/A,Freezer zone 1 supply air temperature,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10049,freezer.zone1.temperature.setpoint,freezer.zone1.temperature.setpoint,number,N/A,Freezer zone 1 temperature setpoint,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10050,freezer.zone1.evaporator.coil.temperature,freezer.zone1.evaporator.coil.temperature,number,N/A,Freezer zone 1 evaporator coil temperature,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10051,freezer.zone1.return.air.temperature,freezer.zone1.return.air.temperature,number,N/A,Freezer zone 1 return air temperature,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10052,freezer.zone1.supply.air.temperature,freezer.zone1.supply.air.temperature,number,N/A,Freezer zone 1 supply air temperature,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10053,freezer.zone1.operating.mode,freezer.zone1.operating.mode,number,N/A,Freezer zone 1 operating mode,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10054,freezer.zone2.alarm.type,freezer.zone2.alarm.type,number,N/A,Freezer zone 2 alarm type,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10055,freezer.zone2.alarm.code,freezer.zone2.alarm.code,number,N/A,Freezer zone 2 alarm code,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10056,freezer.zone2.return.air.temperature,freezer.zone2.return.air.temperature,number,N/A,Freezer zone 2 return air temperature,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10057,freezer.zone2.supply.air.temperature,freezer.zone2.supply.air.temperature,number,N/A,Freezer zone 2 supply air temperature,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10058,freezer.zone2.temperature.setpoint,freezer.zone2.temperature.setpoint,number,N/A,Freezer zone 2 temperature setpoint,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10059,freezer.zone2.evaporator.coil.temperature,freezer.zone2.evaporator.coil.temperature,number,N/A,Freezer zone 2 evaporator coil temperature,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10060,freezer.zone2.return.air.temperature,freezer.zone2.return.air.temperature,number,N/A,Freezer zone 2 return air temperature,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10061,freezer.zone2.supply.air.temperature,freezer.zone2.supply.air.temperature,number,N/A,Freezer zone 2 supply air temperature,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10062,freezer.zone2.operating.mode,freezer.zone2.operating.mode,number,N/A,Freezer zone 2 operating mode,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10063,freezer.zone3.alarm.type,freezer.zone3.alarm.type,number,N/A,Freezer zone 3 alarm type,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10064,freezer.zone3.alarm.code,freezer.zone3.alarm.code,number,N/A,Freezer zone 3 alarm code,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10065,freezer.zone3.return.air.temperature,freezer.zone3.return.air.temperature,number,N/A,Freezer zone 3 return air temperature,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10066,freezer.zone3.supply.air.temperature,freezer.zone3.supply.air.temperature,number,N/A,Freezer zone 3 supply air temperature,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10067,freezer.zone3.temperature.setpoint,freezer.zone3.temperature.setpoint,number,N/A,Freezer zone 3 temperature setpoint,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10068,freezer.zone3.evaporator.coil.temperature,freezer.zone3.evaporator.coil.temperature,number,N/A,Freezer zone 3 evaporator coil temperature,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10069,freezer.zone3.return.air.temperature,freezer.zone3.return.air.temperature,number,N/A,Freezer zone 3 return air temperature,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10070,freezer.zone3.supply.air.temperature,freezer.zone3.supply.air.temperature,number,N/A,Freezer zone 3 supply air temperature,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10071,freezer.zone3.operating.mode,freezer.zone3.operating.mode,number,N/A,Freezer zone 3 operating mode,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10216,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10216,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10217,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10217,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10218,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10218,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10219,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10219,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10220,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10220,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10221,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10221,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10222,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10222,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10223,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10223,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10224,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10224,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10225,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10225,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
