Property ID in AVL packet,Property Name,Bytes,Type,Value range Min,Value range Max,Multiplier,Units,Description,HW Support,Parameter Group
156,Geofence zone 02,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
157,Geofence zone 03,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
158,Geofence zone 04,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
159,Geofence zone 05,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
61,Geofence zone 06,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
62,Geofence zone 07,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
63,Geofence zone 08,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
64,Geofence zone 09,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
65,Geofence zone 10,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
70,Geofence zone 11,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
88,Geofence zone 12,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
91,Geofence zone 13,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
92,Geofence zone 14,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
93,Geofence zone 15,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
94,Geofence zone 16,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
95,Geofence zone 17,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
96,Geofence zone 18,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
97,Geofence zone 19,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
98,Geofence zone 20,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
99,Geofence zone 21,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
153,Geofence zone 22,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
154,Geofence zone 23,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
190,Geofence zone 24,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
191,Geofence zone 25,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
192,Geofence zone 26,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
193,Geofence zone 27,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
194,Geofence zone 28,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
195,Geofence zone 29,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
196,Geofence zone 30,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
197,Geofence zone 31,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
198,Geofence zone 32,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
208,Geofence zone 33,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
209,Geofence zone 34,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
216,Geofence zone 35,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
217,Geofence zone 36,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
218,Geofence zone 37,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
219,Geofence zone 38,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
220,Geofence zone 39,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
221,Geofence zone 40,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
222,Geofence zone 41,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
223,Geofence zone 42,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
224,Geofence zone 43,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
225,Geofence zone 44,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
226,Geofence zone 45,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
227,Geofence zone 46,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
228,Geofence zone 47,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
229,Geofence zone 48,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
230,Geofence zone 49,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
231,Geofence zone 50,1,Unsigned,0,3,,,0 – target left zone 1 – target entered zone 2 – over speeding end 3 – over speeding start,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
175,Auto Geofence,1,Unsigned,0,1,,,0 – target left zone 1 – target entered zone,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMU125 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
250,Trip,1,Unsigned,0,1,,,0 – trip stop 1 – trip start From 01.00.24 fw version available with BT app new values: 2 – Business Status 3 – Private Status 4-9 – Custom Statuses,FMBXXX FMB001 FMC001 FMB010 FMB002 FMB020 FMB003 FMB110 FMB120 FMB122 FMB125 FMB130 FMB140 FMB150 FMC150 FMM150 FMU125 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMP100 MSP500 FMC800 FMM800 FMM80A,Eventual I/O elements
255,Over Speeding,1,Unsigned,0,255,,km/h,"At over speeding start km/h, at over speeding end km/h",FMBXXX FMB001 FMB010 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100,Eventual I/O elements
257,Crash trace data,Variable,HEX,0,1200,,,Crash trace data,FMBXXX [Expand] FMB001 FMC001 FMB010 FMB110 FMB120 FMB122 FMB125 FMB130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB202 FMB204 FMB206 FMT100 FMP100 FMC001 FMC125 FMC130 FMC920 FMM001 FMM125 FMM130 FMC800 FMM800 FMM80A FMC880 FMM880 FMM920 FMC250,Eventual I/O elements
285,Blood alcohol content,2,Unsigned,0,9999,,,"Alcohol content in blood in perlims and mode. First 14 bits from MSB are perlims multiplied by 1000 and last to bits are 0 - Passive test, 1 Active test, 2 and 3 are reserved.",FMB125,Eventual I/O elements
251,Idling,1,Unsigned,0,1,,,0 – moving 1 – idling,FMBXXX [Expand] FMB001 FMC001 FMB010 FMB110 FMB120 FMB122 FMB125 FMB130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB202 FMB204 FMB206 FMT100 FMP100 FMC001 FMC125 FMC130 FMC920 FMM001 FMM125 FMM130 FMC800 FMM800 FMM80A FMC880 FMM880 FMM920 FMC250,Eventual I/O elements
253,Green driving type,1,Unsigned,1,3,,,1 – harsh acceleration 2 – harsh braking 3 – harsh cornering,FMBXXX FMB001 FMB010 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMC800 FMM800 FMM80A,Eventual I/O elements
246,Towing,1,Unsigned,0,1,,,0 – steady 1 – towing,FMBXXX FMB001 FMB010 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMC800 FMM800 FMM80A,Eventual I/O elements
252,Unplug,1,Unsigned,0,1,,,0 – battery present 1 – battery unplugged,FMBXXX FMB001 FMC001 FMM001 FMB002 FMB003 FMB010 FMB020 FMB120 FMB122 FMB125 FMB130 FMB140 FMB910 FMB920 FMB962 FMB964 FMB202 FMB204 FMB208 FMB209 FMC125 FMM125 FMU125 FMU126 FMC130 FMM130 FMU130 MSP500 FMT100 FMP100 FMC800 FMM800 FMM80A FMC920 FMM920,Eventual I/O elements
247,Crash detection,1,Unsigned,1,6,,,1 – real crash detected (device is calibrated) 2 – limited crash trace (device not calibrated) 3 - limited crash trace (device is calibrated) 4 - full crash trace (device not calibrated) 5 - full crash trace (device is calibrated) 6 - real crash detected (device not calibrated),FMBXXX [Expand] FMB001 FMC001 FMB010 FMB110 FMB120 FMB122 FMB125 FMB130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB202 FMB204 FMB206 FMT100 FMP100 FMC001 FMC125 FMC130 FMC920 FMM001 FMM125 FMM130 FMC800 FMM800 FMM80A FMC880 FMM880 FMM920 FMC250,Eventual I/O elements
248,Immobilizer,1,Unsigned,0,2,,,0 – iButton not connected 1 – iButton connected (Immobilizer) 2 – iButton connected (Authorized Driving),FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMB140 FMB150 FMC150 FMM150 FMU130 FMC130 FMM130 FMB202 FMB204 FMB206,Eventual I/O elements
254,Green Driving Value,1,Unsigned,0,255,acc and braking: 0.01,G or rad,Depending on green driving type: if harsh acceleration or braking – g*100 (value 123 -> 1.23g). If Green driving source is „GPS“ – harsh cornering value is rad/s*100. If source is „Accelerometer“ – g*100.,FMBXXX FMB001 FMB010 FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150 FMB900 FMB920 FMB962 FMB964 FM3001 FMB202 FMB204 FMB206 FMT100 MTB100 FMC800 FMM800 FMM80A,Eventual I/O elements
