Name,Category,Computation Approach,Computation Structure JSON,Data Type,Dependencies,Description,Field Path,Field Type,Mapping Fields (db),Notes,Provider Field (db),Provider Field Path,Provider Field Unit,REST API Endpoints,Status,Unit,Version Added,WebSocket Contracts
environment[],sensors,"Computation Approach: Calculated: derive from asset.accessories[].sensors[] metadata and telemetry provider fields using derive_sensors_environment function. 
Function reads sensor configuration from asset metadata where each sensor has a provider_field array property listing which provider fields map to that sensor. 
Matches provider fields to sensors based on provider_field array in sensor metadata. 
Applies prioritized mapping with unit conversions and validation. If provider_field array is empty, fetches sensor configuration from Navixy API (GET https://api.navixy.com/v2/fsm/tracker/sensor/list) matching by sensor ID. 
Enriches provider fields with correspondences from matrix (maps processed Navixy fields to raw avl_io equivalents). 
Returns array of sensor objects with grouped measurements (temperature, humidity, battery) from same physical sensor.

Backend Processing:
 - Triggers function when any provider field listed above is present in telemetry packet
 - Function receives full telemetry packet and reads relevant provider fields dynamically
 - Function matches provider fields to sensors via asset.accessories[].sensors[] metadata

 Unit Conversion Rules:
 - Temperature: Divide by 10 for raw avl_io (except avl_io_202 and avl_io_204)
 - Humidity: Divide by 10 for raw avl_io (multiplier 0.1 per Teltonika spec)
 - Battery: Already in percent, no division needed

 Validation Rules:
 - Temperature: -120 to 120, exclude -128 (error)
 - Humidity: 0-1000, exclude 65535, 65534, 65533 (error codes)
 - Battery: 0-100, exclude -128 (error)

 Implementation Location: notion documented.","{
""type"": ""calculated"",
""calculation_type"": ""function_reference"",
""function"": ""derive_sensors_environment"",
""parameters"": {
""fleeti"": [],
""provider"": {
""navixy"": [
""avl_io_202"",
""avl_io_204"",
""avl_io_72"",
""avl_io_73"",
""avl_io_74"",
""avl_io_75"",
""avl_io_25"",
""avl_io_26"",
""avl_io_27"",
""avl_io_28"",
""ext_temp_sensor_1"",
""ext_temp_sensor_2"",
""ext_temp_sensor_3"",
""ext_temp_sensor_4"",
""ble_temp_sensor_1"",
""ble_temp_sensor_2"",
""ble_temp_sensor_3"",
""ble_temp_sensor_4"",
""lls_temperature_1"",
""lls_temperature_2"",
""temp_sensor"",
""avl_io_86"",
""avl_io_104"",
""avl_io_106"",
""avl_io_108"",
""ble_humidity_1"",
""ble_humidity_2"",
""ble_humidity_3"",
""ble_humidity_4"",
""humidity_1"",
""humidity_2"",
""avl_io_29"",
""avl_io_20"",
""avl_io_22"",
""avl_io_23"",
""ble_battery_level_1"",
""ble_battery_level_2"",
""ble_battery_level_3"",
""ble_battery_level_4""
]
}
}
}",array,,"Array of environmental sensor readings (temperature, humidity, battery). Each entry represents one physical sensor/accessory. Sensor identity (id, name, position) and provider field mappings derived from asset.accessories[].sensors[] metadata. ",sensors.environment[],calculated,sensors.environment from Navixy (https://www.notion.so/sensors-environment-from-Navixy-2d23e766c90181479041e65759e4d394?pvs=21),A complex backend function should be called for this.,"avl_io_202 (https://www.notion.so/avl_io_202-2c73e766c90181bba3efd981fde81f5d?pvs=21), avl_io_204 (https://www.notion.so/avl_io_204-2c73e766c901819d9e86f49d9fcfc1dc?pvs=21), avl_io_72 (https://www.notion.so/avl_io_72-2c73e766c9018162abe4ce5ec7274004?pvs=21), avl_io_73 (https://www.notion.so/avl_io_73-2c73e766c9018122a5a6d9f7d09efe95?pvs=21), avl_io_25 (https://www.notion.so/avl_io_25-2c73e766c9018140a474f4289a69d49c?pvs=21), avl_io_26 (https://www.notion.so/avl_io_26-2c73e766c90181dc8bcffc8924558497?pvs=21), avl_io_27 (https://www.notion.so/avl_io_27-2c73e766c90181a2ac4fca547a3fb907?pvs=21), avl_io_28 (https://www.notion.so/avl_io_28-2c73e766c9018133a4dffe45618c99ed?pvs=21), ext_temp_sensor_1 (https://www.notion.so/ext_temp_sensor_1-2c73e766c90181c08443cf9e6b61458b?pvs=21), ext_temp_sensor_2 (https://www.notion.so/ext_temp_sensor_2-2c73e766c90181f593d1fd04c7e371a8?pvs=21), ext_temp_sensor_3 (https://www.notion.so/ext_temp_sensor_3-2c73e766c90181a6981ac73c5410b3be?pvs=21), temp_sensor (https://www.notion.so/temp_sensor-2c73e766c901810ca963d988b6a7ec34?pvs=21), ble_temp_sensor_2 (https://www.notion.so/ble_temp_sensor_2-2c73e766c90181c5b066ed13aaa01410?pvs=21), ble_temp_sensor_3 (https://www.notion.so/ble_temp_sensor_3-2c73e766c901816e84fee05d50c802cc?pvs=21), ble_temp_sensor_4 (https://www.notion.so/ble_temp_sensor_4-2c73e766c90181769b2ee387612bf244?pvs=21), ble_temp_sensor_1 (https://www.notion.so/ble_temp_sensor_1-2c73e766c901814892def7b04e169a56?pvs=21), lls_temperature_1 (https://www.notion.so/lls_temperature_1-2c73e766c9018118a68ac366a1a7e417?pvs=21), lls_temperature_2 (https://www.notion.so/lls_temperature_2-2c73e766c9018133bcd5c7107c9c3b30?pvs=21), avl_io_86 (https://www.notion.so/avl_io_86-2c73e766c90181979e45d928b79b9681?pvs=21), avl_io_104 (https://www.notion.so/avl_io_104-2c73e766c90181eebb88df4b9f0b4d61?pvs=21), avl_io_106 (https://www.notion.so/avl_io_106-2c73e766c90181079e97f9453d0c3748?pvs=21), avl_io_108 (https://www.notion.so/avl_io_108-2c73e766c901813a8a58d339b0bd7baf?pvs=21), humidity_1 (https://www.notion.so/humidity_1-2c73e766c901815990d7d20afa42c2e2?pvs=21), humidity_2 (https://www.notion.so/humidity_2-2c73e766c901815dbcaaf38e4e7c3c6e?pvs=21), ble_humidity_1 (https://www.notion.so/ble_humidity_1-2c73e766c90181fcb10bc6f1a0c74db4?pvs=21), ble_humidity_2 (https://www.notion.so/ble_humidity_2-2c73e766c901810ea9a2ff6bae980fca?pvs=21), ble_humidity_3 (https://www.notion.so/ble_humidity_3-2c73e766c901818c8b4bd935eb2a2c69?pvs=21), ble_humidity_4 (https://www.notion.so/ble_humidity_4-2c73e766c90181a2b936e25ad459ac3e?pvs=21), avl_io_20 (https://www.notion.so/avl_io_20-2c73e766c90181ea8563e0194258c07f?pvs=21), avl_io_22 (https://www.notion.so/avl_io_22-2c73e766c9018139b96bee97d3006c9c?pvs=21), avl_io_23 (https://www.notion.so/avl_io_23-2c73e766c90181e1a6d2c9e10d4a322a?pvs=21), avl_io_74 (https://www.notion.so/avl_io_74-2d23e766c901802288eec1447e17f43c?pvs=21), avl_io_75 (https://www.notion.so/avl_io_75-2d23e766c90180fa8fefd78d42e15b9b?pvs=21), ext_temp_sensor_4 (https://www.notion.so/ext_temp_sensor_4-2d23e766c90180af9dd4ca2d0d98f5d1?pvs=21), avl_io_29 (https://www.notion.so/avl_io_29-2d23e766c901809d84ffd5bff1fd384f?pvs=21), ble_battery_level_1 (https://www.notion.so/ble_battery_level_1-2d23e766c901802e87e4ebf91c58f9a9?pvs=21)","params.avl_io_202,params.avl_io_204,params.avl_io_72,params.avl_io_73,params.avl_io_25,params.avl_io_26,params.avl_io_27,params.avl_io_28,params.ext_temp_sensor_1,params.ext_temp_sensor_2,params.ext_temp_sensor_3,params.temp_sensor,params.ble_temp_sensor_2,params.ble_temp_sensor_3,params.ble_temp_sensor_4,params.ble_temp_sensor_1,params.lls_temperature_1,params.lls_temperature_2,params.avl_io_86,params.avl_io_104,params.avl_io_106,params.avl_io_108,params.humidity_1,params.humidity_2,params.ble_humidity_1,params.ble_humidity_2,params.ble_humidity_3,params.ble_humidity_4,params.avl_io_20,params.avl_io_22,params.avl_io_23,params.avl_io_74,params.avl_io_75,params.ext_temp_sensor_4,params.avl_io_29,params.ble_battery_level_1","°C,°C,°C,°C,°C,°C,°C,°C,°C,°C,°C,°C,°C,°C,°C,°C,°C,°C,%RH,%RH,%RH,%RH,%,%,%,%,%,%,%,°C,°C,°C,%,%","/telemetry (CUSTOMER), /telemetry (FLEETI)",inactive,none,1.0.0,"live.asset.details, live.assets.list"
engine_hours_value,counters,"Prioritized mapping from multiple Navixy provider fields. CAN Engine Hours (can_engine_hours) is preferred when available as it provides absolute engine hours directly. 
Engine Worktime (avl_io_102) is a relative counter that starts from zero and requires addition of asset.installation.initial_engine_hours offset. 
Priorities 3 and 4 use add_installation_offset_engine_hours function to handle relative counters (avl_io_103, can_engine_hours_relative). Ignition On Counter (avl_io_449) is the last priority fallback. 
Unit conversion: Sources report in different units (seconds, minutes, hours) - backend applies conversion to hours as needed.

Pseudo code:
relative_value = get_provider_field_value(provider_field_name)
initial_offset = asset_service.get_installation_metadata('initial_engine_hours') || 0
// Convert relative value to hours if needed (based on source unit)
absolute_hours = convert_to_hours(relative_value) + initial_offset
return absolute_hours","{
  ""type"": ""prioritized"",
  ""sources"": [
    {
      ""priority"": 1,
      ""field"": ""avl_io_102"",
      ""path"": ""params.avl_io_102"",
      ""unit"": ""minutes""
    },
    {
      ""priority"": 2,
      ""field"": ""can_engine_hours"",
      ""path"": ""params.can_engine_hours"",
      ""unit"": ""hours""
    },
    {
      ""priority"": 3,
      ""type"": ""calculated"",
      ""calculation_type"": ""function_reference"",
      ""function"": ""add_installation_offset_engine_hours"",
      ""parameters"": {
        ""provider"": {
          ""navixy"": ""avl_io_103""
        }
      },
      ""unit"": ""minutes""
    },
    {
      ""priority"": 4,
      ""type"": ""calculated"",
      ""calculation_type"": ""function_reference"",
      ""function"": ""add_installation_offset_engine_hours"",
      ""parameters"": {
        ""provider"": {
          ""navixy"": ""can_engine_hours_relative""
        }
      },
      ""unit"": ""hours""
    },
    {
      ""priority"": 5,
      ""field"": ""avl_io_449"",
      ""path"": ""params.avl_io_449"",
      ""unit"": ""seconds""
    }
  ]
}",number,engine_hours_last_updated_at (https://www.notion.so/engine_hours_last_updated_at-2da3e766c901811bbf9ffcc9ae4468bb?pvs=21),Engine Hours counter.,counters.engine_hours.value,prioritized,counters.engine_hours_value from Navixy (https://www.notion.so/counters-engine_hours_value-from-Navixy-2dc3e766c901816a9607fde3f40d3a40?pvs=21),"Prioritized mapping from multiple Navixy provider fields with priority order: 1. can_engine_hours (CAN Engine Hours) - preferred when available 2. avl_io_102 (Engine Worktime) - provides exact work time, should be coupled with asset.installation.initial_engine_hours (relative counter that starts incrementing from zero at first or can be reset by remote command) 3. can_engine_hours_relative (CAN Engine Hours Relative) - relative counter, requires addition of asset.installation.initial_engine_hours offset 4. avl_io_449 (Ignition On Counter) - last priority. Unit conversion: Some sources report in seconds, others in hours. Apply unit conversion as needed (divide seconds by 3600 to convert to hours). Offset handling: For relative counters (avl_io_102, can_engine_hours_relative), add asset.installation.initial_engine_hours value to get absolute engine hours.","avl_io_102 (https://www.notion.so/avl_io_102-2c73e766c901814bad9dec3012b14e9a?pvs=21), can_engine_hours (https://www.notion.so/can_engine_hours-2c73e766c90181bba0cdfcf2a629d6e2?pvs=21), avl_io_103 (https://www.notion.so/avl_io_103-2c73e766c90181159a42c9d6c8f96ea6?pvs=21), can_engine_hours_relative (https://www.notion.so/can_engine_hours_relative-2c73e766c901811b834dec5ab4e0e913?pvs=21), avl_io_449 (https://www.notion.so/avl_io_449-2c73e766c9018161afede5041c374e89?pvs=21)","params.avl_io_102,params.can_engine_hours,params.avl_io_103,params.can_engine_hours_relative,params.avl_io_449","hours,hours,hours,seconds","/telemetry (CUSTOMER), /telemetry (FLEETI)",planned,hours,1.0.4,live.asset.details
engine_hours_last_updated_at,counters,"Calculated: derive from engine_hours_value and last_updated_at using derive_engine_hours_last_updated_at function. Tracks data freshness (when value was last received), not when the value changed.

Pseudo code:
if (engine_hours_value !== null && engine_hours_value !== undefined) {
  engine_hours_last_updated_at = last_updated_at  // Use timestamp from telemetry packet
} else {
  engine_hours_last_updated_at = previous_engine_hours_last_updated_at  // Keep unchanged if no value received
}","{
  ""type"": ""calculated"",
  ""calculation_type"": ""function_reference"",
  ""function"": ""derive_engine_hours_last_updated_at"",
  ""parameters"": {
    ""fleeti"": [
      ""engine_hours_value"",
      ""last_updated_at""
    ]
  }
}",datetime,"engine_hours_value (https://www.notion.so/engine_hours_value-2da3e766c901810190cffd8cf4a08fc6?pvs=21), last_updated_at (https://www.notion.so/last_updated_at-2d03e766c90181f0a2c1d615f9506341?pvs=21)",Last time the Engine Hours counter has been updated.,counters.engine_hours.last_updated_at,calculated,counters.engine_hours_last_updated_at from Navixy (https://www.notion.so/counters-engine_hours_last_updated_at-from-Navixy-2dc3e766c90181fab9ccf6eb92a94d04?pvs=21),"Computed timestamp: Set to provider.time.fleeti_time (ISO8601 timestamp when Fleeti backend received the telemetry packet) whenever counters.engine_hours.value is updated/received in the packet. Updates every time a new value for engine hours is received, regardless of whether the value changed. Same logic as other last_updated_at fields: indicates freshness of the data, not when the value last changed.",,,,"/telemetry (CUSTOMER), /telemetry (FLEETI)",planned,none,1.0.4,live.asset.details
odometer_value,counters,"Prioritized mapping from multiple Navixy provider fields. CAN Mileage (can_mileage) is preferred when available as it provides absolute odometer directly. Priorities 5 and 6 use add_installation_offset_odometer function to handle relative counters (avl_io_105, can_mileage_relative) which require addition of asset.installation.initial_odometer offset. Unit conversion: Sources reporting in meters (priorities 1, 3, 5, 7) are converted to kilometers (divide by 1000). This field stores raw counter values; installation offset is applied separately if needed.

Pseudo code:
relative_value = get_provider_field_value(provider_field_name)
initial_offset = asset_service.get_installation_metadata('initial_odometer') || 0
// Convert relative value to km if needed (based on source unit)
absolute_km = convert_to_km(relative_value) + initial_offset
return absolute_km","{
  ""type"": ""prioritized"",
  ""sources"": [
    {
      ""priority"": 1,
      ""field"": ""avl_io_87"",
      ""path"": ""params.avl_io_87"",
      ""unit"": ""meters""
    },
    {
      ""priority"": 2,
      ""field"": ""can_mileage"",
      ""path"": ""params.can_mileage"",
      ""unit"": ""km""
    },
    {
      ""priority"": 3,
      ""field"": ""avl_io_389"",
      ""path"": ""params.avl_io_389"",
      ""unit"": ""meters""
    },
    {
      ""priority"": 4,
      ""field"": ""obd_custom_odometer"",
      ""path"": ""params.obd_custom_odometer"",
      ""unit"": ""km""
    },
    {
      ""priority"": 5,
      ""type"": ""calculated"",
      ""calculation_type"": ""function_reference"",
      ""function"": ""add_installation_offset_odometer"",
      ""parameters"": {
        ""provider"": {
          ""navixy"": ""avl_io_105""
        }
      },
      ""unit"": ""meters""
    },
    {
      ""priority"": 6,
      ""type"": ""calculated"",
      ""calculation_type"": ""function_reference"",
      ""function"": ""add_installation_offset_odometer"",
      ""parameters"": {
        ""provider"": {
          ""navixy"": ""can_mileage_relative""
        }
      },
      ""unit"": ""km""
    },
    {
      ""priority"": 7,
      ""field"": ""avl_io_16"",
      ""path"": ""params.avl_io_16"",
      ""unit"": ""meters""
    },
    {
      ""priority"": 8,
      ""field"": ""hw_mileage"",
      ""path"": ""params.hw_mileage"",
      ""unit"": ""km""
    }
  ]
}",number,"ongoing_trip_mileage (https://www.notion.so/ongoing_trip_mileage-2da3e766c901814d95e9cfca57b45544?pvs=21), odometer_last_updated_at (https://www.notion.so/odometer_last_updated_at-2da3e766c90181288ba6f8b46c3ebbef?pvs=21)",Odometer counter.,counters.odometer.value,prioritized,counters.odometer_value from Navixy (https://www.notion.so/counters-odometer_value-from-Navixy-2dc3e766c90181ccbbdce37fe81fde96?pvs=21),Prioritized mapping from multiple Navixy provider fields with priority order: 1. can_mileage (CAN Mileage) - preferred when available 2. can_mileage_relative (CAN Mileage Relative) 3. avl_io_389 (OBD OEM Total Mileage) 4. obd_custom_odometer (OBD Custom Odometer) 5. avl_io_105 (Total Mileage counted) 6. avl_io_16 (Total Odometer) 7. avl_io_87 (Total Mileage) 8. hw_mileage (Hardware Mileage) 9. raw_mileage (Raw Mileage). No offset applied: This is the raw counter value from the device. Installation offset (asset.installation.initial_odometer) is applied separately if needed.,"avl_io_87 (https://www.notion.so/avl_io_87-2c73e766c9018166826fee672c55c2ad?pvs=21), can_mileage (https://www.notion.so/can_mileage-2c73e766c90181b4bcfee77eb3e6eb85?pvs=21), can_mileage_relative (https://www.notion.so/can_mileage_relative-2c73e766c90181bbb5d5d1012189e92a?pvs=21), avl_io_389 (https://www.notion.so/avl_io_389-2c73e766c90181379a90c715c0db4336?pvs=21), obd_custom_odometer (https://www.notion.so/obd_custom_odometer-2c73e766c90181c98ce0e346016284a8?pvs=21), avl_io_105 (https://www.notion.so/avl_io_105-2c73e766c90181179663e959c5484207?pvs=21), hw_mileage (https://www.notion.so/hw_mileage-2c73e766c90181099994ece3796a52b6?pvs=21), raw_mileage (https://www.notion.so/raw_mileage-2c73e766c90181efbfd5d7d0ebbb25e3?pvs=21)","params.avl_io_87,params.can_mileage,params.can_mileage_relative,params.avl_io_389,params.obd_custom_odometer,params.avl_io_105,params.hw_mileage,params.raw_mileage","meters,km,km,meters,km,-","/telemetry (CUSTOMER), /telemetry (FLEETI)",planned,km,1.0.4,live.asset.details
odometer_last_updated_at,counters,"Calculated: derive from odometer_value and last_updated_at using derive_odometer_last_updated_at function. Tracks data freshness (when value was last received), not when the value changed.

Pseudo code:
if (odometer_value !== null && odometer_value !== undefined) {
  odometer_last_updated_at = last_updated_at  // Use timestamp from telemetry packet
} else {
  odometer_last_updated_at = previous_odometer_last_updated_at  // Keep unchanged if no value received
}","{
  ""type"": ""calculated"",
  ""calculation_type"": ""function_reference"",
  ""function"": ""derive_odometer_last_updated_at"",
  ""parameters"": {
    ""fleeti"": [
      ""odometer_value"",
      ""last_updated_at""
    ]
  }
}",datetime,"odometer_value (https://www.notion.so/odometer_value-2da3e766c90181a0aa8deeea688c5cbf?pvs=21), last_updated_at (https://www.notion.so/last_updated_at-2d03e766c90181f0a2c1d615f9506341?pvs=21)",Last time the odometer has been updated.,counters.odometer.last_updated_at,calculated,counters.odometer_last_updated_at from Navixy (https://www.notion.so/counters-odometer_last_updated_at-from-Navixy-2dc3e766c9018110b78ae02e9a4b7bf2?pvs=21),"Computed timestamp: Set to provider.time.fleeti_time (ISO8601 timestamp when Fleeti backend received the telemetry packet) whenever counters.odometer.value is updated/received in the packet. Updates every time a new value for odometer is received, regardless of whether the value changed. Same logic as other last_updated_at fields: indicates freshness of the data, not when the value last changed.",,,,"/telemetry (CUSTOMER), /telemetry (FLEETI)",planned,none,1.0.4,live.asset.details
magnet,sensors,"Calculated: derive from asset.accessories[].sensors[] metadata and telemetry provider fields using derive_sensors_magnet function. Builds `sensors.magnet[]` with one entry per physical magnet sensor (e.g., multiple doors on a single asset). 
Matches provider fields to sensors via asset metadata, applies prioritized mapping with validation, and enriches fields with correspondences. 
Prioritize raw `avl_io_*` values over BLE `ble_magnet_sensor_*` values (use BLE only when raw is empty). If `provider_field` metadata is missing, fetch sensor configuration via Navixy API and map by sensor ID. 
Returns array of sensor objects (id, label, position, state, last_updated_at, last_changed_at). State values: 0 = no magnetic field detected, 1 = magnetic field detected. Store numeric state (0/1); UI localizes labels (e.g., Open/Closed vs Ouvert/Fermé).

 Implementation Location: notion documented.","{
  ""type"": ""calculated"",
  ""calculation_type"": ""function_reference"",
  ""function"": ""derive_sensors_magnet"",
  ""parameters"": {
    ""fleeti"": [],
    ""provider"": {
      ""navixy"": [
        ""ble_magnet_sensor_1"",
        ""avl_io_10808"",
        ""ble_magnet_sensor_2"",
        ""avl_io_10809"",
        ""ble_magnet_sensor_3"",
        ""avl_io_10810"",
        ""ble_magnet_sensor_4"",
        ""avl_io_10811""
      ]
    }
  }
}",array,,"Array of magnet sensors value (id, label, state, last_changed_at, last_updated_at)",sensors.magnet,calculated,sensors.magnet from Navixy (https://www.notion.so/sensors-magnet-from-Navixy-2dc3e766c9018185bf09dad999508150?pvs=21),"Calculated: Derive from asset.accessories[].sensors[] metadata and telemetry provider fields using derive_sensors_magnet function (similar pattern to derive_sensors_environment). Function reads sensor configuration from asset metadata where each sensor has a provider_field array property listing which provider fields map to that sensor. Matches provider fields to sensors based on provider_field array in sensor metadata. Applies prioritized mapping with validation. If provider_field array is empty, fetches sensor configuration from Navixy API (GET https://api.navixy.com/v2/fsm/tracker/sensor/list) matching by sensor ID. Enriches provider fields with correspondences from matrix (maps processed Navixy fields to raw avl_io equivalents). Returns array of sensor objects with id, label, position, state, last_updated_at, and last_changed_at fields. Each array element represents one physical magnet sensor/accessory. Sensor identity (id, label, position) derived from asset.accessories[].sensors[] metadata. State values: Boolean (0 = no magnetic field detected, 1 = magnetic field detected). Provider fields: ble_magnet_sensor_1, ble_magnet_sensor_2, ble_magnet_sensor_3 (and corresponding avl_io fields if available). Validation: State values should be 0 or 1. Exclude invalid/error values.","ble_magnet_sensor_1 (https://www.notion.so/ble_magnet_sensor_1-2c73e766c90181788e21ebd2420b96b8?pvs=21), ble_magnet_sensor_2 (https://www.notion.so/ble_magnet_sensor_2-2c73e766c9018195a10bf136673fa6a4?pvs=21), ble_magnet_sensor_3 (https://www.notion.so/ble_magnet_sensor_3-2c73e766c90181ff8fbddf6eb5dc943d?pvs=21), avl_io_10808 (https://www.notion.so/avl_io_10808-2dc3e766c9018016861dd8c3ee76cca5?pvs=21), avl_io_10809 (https://www.notion.so/avl_io_10809-2dc3e766c90180f398a2ff3baaf63c1e?pvs=21), avl_io_10810 (https://www.notion.so/avl_io_10810-2dc3e766c9018081a8a5c364069ead48?pvs=21), avl_io_10811 (https://www.notion.so/avl_io_10811-2dc3e766c9018058a86def4df712a28c?pvs=21)","params.ble_magnet_sensor_1,params.ble_magnet_sensor_2,params.ble_magnet_sensor_3,params.avl_io_10808,params.avl_io_10809,params.avl_io_10810,params.avl_io_10811","-,-,-,-","/telemetry (CUSTOMER), /telemetry (FLEETI)",planned,none,1.0.4,live.asset.details
driver_name,driver,"Calculated: derive from driver_key using derive_driver_name function. Looks up hardware key in Fleeti driver catalog with state preservation logic. 
The hardware key comes from Navixy provider fields (see driver_key field for source priority). Backend determines key type (iButton vs RFID) based on device model and signal characteristics.

Pseudo code:
if (driver_key === null || driver_key === undefined || driver_key === """") {
  driver_name = previous_driver_name  // Keep last known state, do not update
} else if (driver_key !== previous_driver_key) {
  // New driver_key received, lookup in catalog
  driver = driver_catalog.lookup(driver_key)
  if (driver !== null) {
    driver_name = driver.name  // Update with name from catalog
  } else {
    driver_name = null  // Unknown driver, hardware_key will still be displayed
  }
} else {
  driver_name = previous_driver_name  // driver_key unchanged, keep current state
}","{
  ""type"": ""calculated"",
  ""calculation_type"": ""function_reference"",
  ""function"": ""derive_driver_name"",
  ""parameters"": {
    ""fleeti"": [
      ""driver_key""
    ]
  }
}",string,driver_key (https://www.notion.so/driver_key-2da3e766c901815d9faff6184844d1ac?pvs=21),Driver's name.,driver.driver_name,calculated,driver.driver_name from Navixy (https://www.notion.so/driver-driver_name-from-Navixy-2dc3e766c901815aa3d9d6e29c791f56?pvs=21),"Computed: Lookup driver.driver_key (hardware key) in Fleeti driver catalog with state preservation logic. State preservation logic: If driver.driver_key is not received or is null/empty in current packet, keep last known driver_name state (do not update). If new driver.driver_key is received (different from previous value): Lookup hardware key in Fleeti driver catalog. If driver found in catalog, update driver_name with name from catalog. If driver not found in catalog (unknown driver), set driver_name to null (hardware_key will still be displayed). If driver.driver_key is unchanged from previous packet, keep current driver_name state (even if telemetry resends the same hardware_key value). The hardware key comes from Navixy provider fields (see driver_key field for source priority). Backend determines key type (iButton vs RFID) based on device model and signal characteristics.",,,,"/telemetry (CUSTOMER), /telemetry (FLEETI)",planned,none,1.0.4,live.asset.details
driver_key,driver,"Prioritized driver key from Navixy AVL I/O (iButton preferred), with `ibutton` as fallback and RFID last. 
Hardware key is a hex string (iButton or RFID). Backend infers key type from device model/signal. Used to resolve `driver_name` via Fleeti driver catalog.","{
  ""type"": ""prioritized"",
  ""sources"": [
    {
      ""priority"": 1,
      ""field"": ""avl_io_78"",
      ""path"": ""params.avl_io_78"",
      ""unit"": ""none""
    },
    {
      ""priority"": 2,
      ""field"": ""ibutton"",
      ""path"": ""ibutton"",
      ""unit"": ""none""
    },
    {
      ""priority"": 3,
      ""field"": ""avl_io_207"",
      ""path"": ""params.avl_io_207"",
      ""unit"": ""none""
    }
  ]
}",string,driver_name (https://www.notion.so/driver_name-2da3e766c9018116ab48caf65134b823?pvs=21),Driver's authentication key.,driver.driver_key,prioritized,driver.driver_key from Navixy (https://www.notion.so/driver-driver_key-from-Navixy-2dc3e766c90181d2b2f4f3c043cf5bf0?pvs=21),"Prioritized mapping from Navixy provider fields: 1. avl_io_78 (iButton) - preferred (corresponds to iButton provider field, prefer AVL_IO format over processed field) 2. ibutton (iButton ID) - processed Navixy field (fallback if AVL_IO not available) 3. avl_io_207 (RFID). Hardware key identifier as hex string. Can be iButton or RFID code. Default preference: iButton over RFID (but both are never present simultaneously). Backend determines key type (iButton vs RFID) based on device model and signal characteristics. Used to lookup driver in Fleeti catalog (see driver_name computation for lookup logic).","avl_io_78 (https://www.notion.so/avl_io_78-2c73e766c90181e39ef6efe928c2247a?pvs=21), ibutton (https://www.notion.so/ibutton-2c73e766c90181f7a126f1f4db18d36a?pvs=21), avl_io_207 (https://www.notion.so/avl_io_207-2c73e766c9018118ada0f59c47b97a71?pvs=21)","params.avl_io_78,ibutton,params.avl_io_207",-,"/telemetry (CUSTOMER), /telemetry (FLEETI)",planned,none,1.0.4,live.asset.details
dtc_count,diagnostics,"Prioritized mapping from Navixy provider fields. Number of DTC (avl_io_30) is priority 1, OBD DTC Count (obd_dtc_number) is priority 2. Integer value representing the number of Diagnostic Trouble Codes (DTCs) present.","{
  ""type"": ""prioritized"",
  ""sources"": [
    {
      ""priority"": 1,
      ""field"": ""avl_io_30"",
      ""path"": ""params.avl_io_30"",
      ""unit"": ""none""
    },
    {
      ""priority"": 2,
      ""field"": ""obd_dtc_number"",
      ""path"": ""params.obd_dtc_number"",
      ""unit"": ""none""
    }
  ]
}",number,,DTC Fault Codes Count.,diagnostics.health.dtc.count,prioritized,diagnostics.dtc_count from Navixy (https://www.notion.so/diagnostics-dtc_count-from-Navixy-2dc3e766c901817aa325e46cafea80d8?pvs=21),Prioritized mapping from Navixy provider fields: 1. obd_dtc_number (OBD DTC Count) - preferred when available 2. avl_io_30 (Number of DTC). Integer value representing the number of Diagnostic Trouble Codes (DTCs) present.,"avl_io_30 (https://www.notion.so/avl_io_30-2c73e766c901810bb9c3c1840503026f?pvs=21), obd_dtc_number (https://www.notion.so/obd_dtc_number-2c73e766c90181f28985db36eab092ca?pvs=21)","params.avl_io_30,params.obd_dtc_number",-,"/telemetry (CUSTOMER), /telemetry (FLEETI)",planned,none,1.0.4,live.asset.details
dtc_status,diagnostics,"Prioritized mapping from Navixy provider fields. CAN MIL Status (avl_io_519) is priority 1, OBD MIL Status (obd_mil_status) is priority 2. Malfunction Indicator Lamp (MIL) status read from CAN. 
Values: 0 = MIL off (no faults), 1 = MIL on (fault detected). Boolean value.","{
  ""type"": ""prioritized"",
  ""sources"": [
    {
      ""priority"": 1,
      ""field"": ""avl_io_519"",
      ""path"": ""params.avl_io_519"",
      ""unit"": ""none""
    },
    {
      ""priority"": 2,
      ""field"": ""obd_mil_status"",
      ""path"": ""params.obd_mil_status"",
      ""unit"": ""none""
    }
  ]
}",boolean,,Malfunction indicator lamp status read from CAN,diagnostics.health.dtc.status,,diagnostics.dtc_status from Navixy (https://www.notion.so/diagnostics-dtc_status-from-Navixy-2dc3e766c9018130a52afac52d0d6cbb?pvs=21),"Prioritized mapping from Navixy provider fields: 1. obd_mil_status (OBD MIL Status) - preferred when available 2. avl_io_519 (CAN MIL Status / can.mil.status) - Malfunction indicator lamp status read from CAN. Malfunction Indicator Lamp (MIL) status. Values depend on source/protocol version. Typically: 0 = MIL off (no faults), 1 = MIL on (fault detected). Boolean value.","avl_io_519 (https://www.notion.so/avl_io_519-2c73e766c901817388b9ddcaa01e30f3?pvs=21), obd_mil_status (https://www.notion.so/obd_mil_status-2c73e766c90181c49164d04b8b04d537?pvs=21)","params.avl_io_519,params.obd_mil_status",-,"/telemetry (CUSTOMER), /telemetry (FLEETI)",planned,none,1.0.4,live.asset.details
