Field Name,Field Path,Category,Priority,Field Type,Structure Type,JSON Structure,Data Type,Unit,Description,Computation Approach,Status,Version Added,WebSocket Contracts,REST API Endpoints,Dependencies,Notes
other_events_device_unplugged,other.events.device_unplugged,metadata,P1,direct,simple_value,"""boolean""",string,,"Device battery unplugged event. Values: 0 = battery present, 1 = battery unplugged.",(Unplug),active,1.0.0,,,,
other_events_eco_driving_daily_value,other.events.eco.driving.daily_value,driving_behavior,P1,direct,simple_value,"""number""",string,,**Computed:** Daily eco-driving score contribution used for dashboards/reports. Mirrors device-reported eco behavior value when provided.,**Computed:** Daily eco-driving score contribution used for dashboards/reports.,active,1.0.0,,,,
other_events_eco_driving_event_duration,other.events.eco.driving.event_duration,driving_behavior,BL,direct,value_unit_object,"{""value"":""number"",""unit"":""ms""}",object,ms,Duration (ms) of the detected green-driving event that contributed to the eco score.,(Green Driving Event Duration),active,1.0.0,,,,
other_events_eco_driving_green_driving_type,other.events.eco.driving.green_driving_type,driving_behavior,P0,direct,simple_value,"""integer (1-3)""",string,,"Encodes which harsh driving dimension triggered the eco event: 1 = harsh acceleration, 2 = harsh braking, 3 = harsh cornering.",(Green Driving Type),active,1.0.0,,,,
other_events_eco_driving_green_driving_value,other.events.eco.driving.green_driving_value,driving_behavior,P0,direct,simple_value,"""number""",string,,"Magnitude of the green-driving event (e.g., g-force * 100). Used with `green_driving_type` to qualify the event.",(Green Driving Value),active,1.0.0,,,,
other_events_harsh_acceleration_force,other.events.harsh_acceleration.force,metadata,P0,direct,simple_value,"""number""",string,,Harsh acceleration force measurement.,(Acceleration),active,1.0.0,,,,
other_events_harsh_braking_force,other.events.harsh_braking.force,metadata,P0,direct,simple_value,"""number""",string,,Harsh braking force measurement.,(Braking),active,1.0.0,,,,
other_events_harsh_cornering_force,other.events.harsh_cornering.force,metadata,P0,direct,simple_value,"""number""",string,,Harsh cornering force measurement.,(Cornering),active,1.0.0,,,,
other_events_harsh_cornering_radius,other.events.harsh_cornering.radius,metadata,P0,direct,simple_value,"""number""",string,,Cornering radius measurement.,(Cornering Radius),active,1.0.0,,,,
other_events_idling,other.events.idling,metadata,P2,direct,simple_value,"""boolean""",string,,"Idling event status. Values: 0 = moving, 1 = idling.",(Idling),active,1.0.0,,,,
other_events_towing,other.events.towing,metadata,P2,direct,simple_value,"""boolean""",string,,Towing detection event.,(Towing),active,1.0.0,,,,
other_events_trip,other.events.trip,metadata,P3,direct,simple_value,"""integer (0-9)""",string,,"Trip status. Values: 0 = trip stop, 1 = trip start. From firmware 01.00.24: 2 = Business Status, 3 = Private Status, 4-9 = Custom Statuses.",(Trip),active,1.0.0,,,,
other_geofence_auto_status,other.geofence.auto_status,metadata,P3,direct,simple_value,"""integer (0-1)""",string,,"Auto geofence status. Values: 0 = target left zone, 1 = target entered zone.",(Auto Geofence),active,1.0.0,,,,
other_geofence_device_zones_inside,other.geofence.device_zones[].inside,metadata,P3,direct,simple_value,"""integer (0-3)""",string,,"Device-side geofence zone status. Values: 0 = target left zone, 1 = target entered zone, 2 = over speeding end, 3 = over speeding start. Note: Geofence context is computed server-side and appears in Section 2 (Telemetry Context).","(Geofence zone 33), avl_io_155 (Geofence zone 01)",active,1.0.0,,,,
other_geofence_zone_id,other.geofence.zone_id,metadata,P3,direct,simple_value,"""integer (0-3)""",string,,"Device-side geofence zone ID. Values: 0 = target left zone, 1 = target entered zone, 2 = over speeding end, 3 = over speeding start.",(Geofence zone 01),active,1.0.0,,,,
other_impulse_counters,other.impulse_counters[],metadata,P3,transformed,array,"[{""value"":""number"",""position"":""integer""}]",array,,Impulse/pulse counters from digital inputs. **Not cumulative counters** (unlike odometer/engine_hours). Counts pulses on digital inputs and resets when records are saved. Meaning depends on what sensor/device is wired to the input (defined in installation metadata). May represent frequency measurements or event counts. **Clarification needed:** Specific purpose TBD based on installation configuration.,"(Impulse Counter 1), impulse_counter_2 (Impulse Counter 2), avl_io_4 (Pulse Counter Din1), avl_io_5 (Pulse Counter Din2)",active,1.0.0,,,,TBD - To Be Determined
other_raw_can,other.raw_can[],metadata,?,prioritized,array,"[""string | number""]",array,,Raw CAN bus data. Unprocessed CAN messages. Interpretation and mapping to semantic fields will be defined in a future specification.,"(Raw CAN 1), raw_can_3 (Raw CAN 3), raw_can_8 (Raw CAN 8), raw_can_9 (Raw CAN 9), raw_can_11 (Raw CAN 11), raw_can_14 (Raw CAN 14), raw_can_15 (Raw CAN 15), raw_can_16 (Raw CAN 16), raw_can_17 (Raw CAN 17)",active,1.0.0,,,,
provider_event,provider.event,metadata,?,direct,simple_value,"""string""",string,,Event,(Event),active,1.0.0,,,,
provider_event_code,provider.event_code,metadata,?,direct,simple_value,"""integer""",string,,Event Code,(Event Code),active,1.0.0,,,,
provider_event_subcode,provider.event_subcode,metadata,?,direct,simple_value,"""integer""",string,,Sub Event Code,(Sub Event Code),active,1.0.0,,,,
provider_time_device_time,provider.time.device_time,metadata,?,direct,simple_value,"""number""",string,,"Unix Epoch timestamp (milliseconds, number) from device. Raw device timestamp from telemetry packet.",(metadata),active,1.0.0,,,,
provider_time_provider_time,provider.time.provider_time,metadata,T,direct,simple_value,"""number""",string,,"Unix Epoch timestamp (milliseconds, number) from provider. Provider server timestamp when packet was received.",(metadata),active,1.0.0,,,,
provider_time_fleeti_time,provider.time.fleeti_time,metadata,T,calculated,simple_value,"""number""",number,,"Unix Epoch timestamp (milliseconds, number) when Fleeti backend received this telemetry packet via Data Forwarding. This is the authoritative ""Fleeti reception time"" and is used as the source for root-level `last_updated_at`.",Set to current server timestamp when packet is received by Fleeti backend,active,1.0.0,,,,
asset_accessories_sensors_position,asset.accessories[].sensors[].position,metadata,P1,direct,simple_value,1,number,,Field discovered from JSON structure: asset.accessories[].sensors[].position,,active,1.0.0,,,,Discovered from JSON structure
asset_accessories_sensors_type,asset.accessories[].sensors[].type,metadata,P1,direct,simple_value,"""temperature""",string,,Field discovered from JSON structure: asset.accessories[].sensors[].type,,active,1.0.0,,,,Discovered from JSON structure
asset_properties_site_temperature_range_min,asset.properties.site.temperature_range.min,metadata,P2,direct,value_unit_object,"{""value"":-25,""unit"":""\u00b0C""}",object,°C,Field discovered from JSON structure: asset.properties.site.temperature_range.min (value-unit object),,active,1.0.0,,,,Discovered from JSON structure
asset_properties_site_temperature_range_min_value,asset.properties.site.temperature_range.min.value,metadata,P2,direct,simple_value,-25,number,,Field discovered from JSON structure: asset.properties.site.temperature_range.min.value,,active,1.0.0,,,,Discovered from JSON structure
asset_properties_site_temperature_range_min_unit,asset.properties.site.temperature_range.min.unit,metadata,P2,direct,simple_value,"""\u00b0C""",string,,Field discovered from JSON structure: asset.properties.site.temperature_range.min.unit,,active,1.0.0,,,,Discovered from JSON structure
asset_properties_site_temperature_range_max,asset.properties.site.temperature_range.max,metadata,P2,direct,value_unit_object,"{""value"":5,""unit"":""\u00b0C""}",object,°C,Field discovered from JSON structure: asset.properties.site.temperature_range.max (value-unit object),,active,1.0.0,,,,Discovered from JSON structure
asset_properties_site_temperature_range_max_value,asset.properties.site.temperature_range.max.value,metadata,P2,direct,simple_value,5,number,,Field discovered from JSON structure: asset.properties.site.temperature_range.max.value,,active,1.0.0,,,,Discovered from JSON structure
asset_properties_site_temperature_range_max_unit,asset.properties.site.temperature_range.max.unit,metadata,P2,direct,simple_value,"""\u00b0C""",string,,Field discovered from JSON structure: asset.properties.site.temperature_range.max.unit,,active,1.0.0,,,,Discovered from JSON structure
status_top_status_family,status.top_status.family,status,P0,direct,simple_value,"""transit""",string,,Field discovered from JSON structure: status.top_status.family,,active,1.0.0,,,,Discovered from JSON structure
status_top_status_code,status.top_status.code,status,P0,direct,simple_value,"""in_transit""",string,,Field discovered from JSON structure: status.top_status.code,,active,1.0.0,,,,Discovered from JSON structure
status_statuses_code,status.statuses[].code,status,P0,direct,simple_value,"""online""",string,,Field discovered from JSON structure: status.statuses[].code,,active,1.0.0,,,,Discovered from JSON structure
status_statuses_compatible,status.statuses[].compatible,status,P0,direct,simple_value,true,boolean,,Field discovered from JSON structure: status.statuses[].compatible,,active,1.0.0,,,,Discovered from JSON structure
status_statuses_family,status.statuses[].family,status,P0,direct,simple_value,"""connectivity""",string,,Field discovered from JSON structure: status.statuses[].family,,active,1.0.0,,,,Discovered from JSON structure
geofences_geofence_id,geofences[].geofence_id,metadata,P1,direct,simple_value,42,number,,Field discovered from JSON structure: geofences[].geofence_id,,active,1.0.0,,,,Discovered from JSON structure
geofences_geofence_name,geofences[].geofence_name,metadata,P1,direct,simple_value,"""Warehouse""",string,,Field discovered from JSON structure: geofences[].geofence_name,,active,1.0.0,,,,Discovered from JSON structure
trip_id,trip.id,metadata,P1,direct,simple_value,"""uuid""",string,,Field discovered from JSON structure: trip.id,,active,1.0.0,,,,Discovered from JSON structure
trip_started_at,trip.started_at,metadata,P1,direct,simple_value,"""number""",string,,Field discovered from JSON structure: trip.started_at,,active,1.0.0,,,,Discovered from JSON structure
trip_start_location_lat,trip.start_location.lat,metadata,P1,direct,simple_value,5.3561,number,,Field discovered from JSON structure: trip.start_location.lat,,active,1.0.0,,,,Discovered from JSON structure
trip_start_location_lng,trip.start_location.lng,metadata,P1,direct,simple_value,-4.0083,number,,Field discovered from JSON structure: trip.start_location.lng,,active,1.0.0,,,,Discovered from JSON structure
trip_current_location_lat,trip.current_location.lat,metadata,P1,direct,simple_value,5.4123,number,,Field discovered from JSON structure: trip.current_location.lat,,active,1.0.0,,,,Discovered from JSON structure
trip_current_location_lng,trip.current_location.lng,metadata,P1,direct,simple_value,-4.0156,number,,Field discovered from JSON structure: trip.current_location.lng,,active,1.0.0,,,,Discovered from JSON structure
nearby_assets_name,nearby_assets[].name,metadata,P3,direct,simple_value,"""Asset Name""",string,,Field discovered from JSON structure: nearby_assets[].name,,active,1.0.0,,,,Discovered from JSON structure
sensors_environment_humidity_value,sensors.environment.humidity.value,sensors,P3,direct,simple_value,"""number""",string,,Field discovered from JSON structure: sensors.environment.humidity.value,,active,1.0.0,,,,Discovered from JSON structure
sensors_environment_humidity_unit,sensors.environment.humidity.unit,sensors,P3,direct,simple_value,"""%""",string,,Field discovered from JSON structure: sensors.environment.humidity.unit,,active,1.0.0,,,,Discovered from JSON structure
sensors_environment_frequency_value,sensors.environment.frequency.value,sensors,P3,direct,simple_value,"""number""",string,,Field discovered from JSON structure: sensors.environment.frequency.value,,active,1.0.0,,,,Discovered from JSON structure
sensors_environment_frequency_unit,sensors.environment.frequency.unit,sensors,P3,direct,simple_value,"""Hz""",string,,Field discovered from JSON structure: sensors.environment.frequency.unit,,active,1.0.0,,,,Discovered from JSON structure
sensors_environment_position,sensors.environment[].position,sensors,P3,direct,simple_value,"""integer""",string,,Field discovered from JSON structure: sensors.environment[].position,,active,1.0.0,,,,Discovered from JSON structure
sensors_environment_battery_value,sensors.environment.battery.value,sensors,P3,direct,simple_value,"""number""",string,,Field discovered from JSON structure: sensors.environment.battery.value,,active,1.0.0,,,,Discovered from JSON structure
sensors_environment_battery_unit,sensors.environment.battery.unit,sensors,P3,direct,simple_value,"""%""",string,,Field discovered from JSON structure: sensors.environment.battery.unit,,active,1.0.0,,,,Discovered from JSON structure
sensors_environment_label,sensors.environment[].label,sensors,P3,direct,simple_value,"""string""",string,,Field discovered from JSON structure: sensors.environment[].label,,active,1.0.0,,,,Discovered from JSON structure
sensors_environment_temperature_value,sensors.environment.temperature.value,sensors,P3,direct,simple_value,"""number""",string,,Field discovered from JSON structure: sensors.environment.temperature.value,,active,1.0.0,,,,Discovered from JSON structure
sensors_environment_temperature_unit,sensors.environment.temperature.unit,sensors,P3,direct,simple_value,"""\u00b0C""",string,,Field discovered from JSON structure: sensors.environment.temperature.unit,,active,1.0.0,,,,Discovered from JSON structure
sensors_magnet_value_value,sensors.magnet.value.value,sensors,P3,direct,simple_value,"""number""",string,,Field discovered from JSON structure: sensors.magnet.value.value,,active,1.0.0,,,,Discovered from JSON structure
sensors_magnet_value_unit,sensors.magnet.value.unit,sensors,P3,direct,simple_value,"""state""",string,,Field discovered from JSON structure: sensors.magnet.value.unit,,active,1.0.0,,,,Discovered from JSON structure
sensors_magnet_position,sensors.magnet[].position,sensors,P3,direct,simple_value,"""integer""",string,,Field discovered from JSON structure: sensors.magnet[].position,,active,1.0.0,,,,Discovered from JSON structure
sensors_magnet_label,sensors.magnet[].label,sensors,P3,direct,simple_value,"""string""",string,,Field discovered from JSON structure: sensors.magnet[].label,,active,1.0.0,,,,Discovered from JSON structure
sensors_magnet_id,sensors.magnet[].id,sensors,P3,direct,simple_value,"""string""",string,,Field discovered from JSON structure: sensors.magnet[].id,,active,1.0.0,,,,Discovered from JSON structure
sensors_inertial_roll_value,sensors.inertial.roll.value,sensors,P3,direct,simple_value,"""number""",string,,Field discovered from JSON structure: sensors.inertial.roll.value,,active,1.0.0,,,,Discovered from JSON structure
sensors_inertial_roll_unit,sensors.inertial.roll.unit,sensors,P3,direct,simple_value,"""\u00b0""",string,,Field discovered from JSON structure: sensors.inertial.roll.unit,,active,1.0.0,,,,Discovered from JSON structure
sensors_inertial_position,sensors.inertial[].position,sensors,P3,direct,simple_value,"""integer""",string,,Field discovered from JSON structure: sensors.inertial[].position,,active,1.0.0,,,,Discovered from JSON structure
sensors_inertial_label,sensors.inertial[].label,sensors,P3,direct,simple_value,"""string""",string,,Field discovered from JSON structure: sensors.inertial[].label,,active,1.0.0,,,,Discovered from JSON structure
sensors_inertial_id,sensors.inertial[].id,sensors,P3,direct,simple_value,"""string""",string,,Field discovered from JSON structure: sensors.inertial[].id,,active,1.0.0,,,,Discovered from JSON structure
sensors_inertial_pitch_value,sensors.inertial.pitch.value,sensors,P3,direct,simple_value,"""number""",string,,Field discovered from JSON structure: sensors.inertial.pitch.value,,active,1.0.0,,,,Discovered from JSON structure
sensors_inertial_pitch_unit,sensors.inertial.pitch.unit,sensors,P3,direct,simple_value,"""\u00b0""",string,,Field discovered from JSON structure: sensors.inertial.pitch.unit,,active,1.0.0,,,,Discovered from JSON structure
sensors_custom_position,sensors.custom[].position,sensors,P3,direct,simple_value,"""integer""",string,,Field discovered from JSON structure: sensors.custom[].position,,active,1.0.0,,,,Discovered from JSON structure
sensors_custom_values_value,sensors.custom[].values[].value,sensors,P2,direct,simple_value,"""number | string""",string,,Field discovered from JSON structure: sensors.custom[].values[].value,,active,1.0.0,,,,Discovered from JSON structure
sensors_custom_values_unit,sensors.custom[].values[].unit,sensors,P2,direct,simple_value,"""string""",string,,Field discovered from JSON structure: sensors.custom[].values[].unit,,active,1.0.0,,,,Discovered from JSON structure
sensors_custom_label,sensors.custom[].label,sensors,P3,direct,simple_value,"""string""",string,,Field discovered from JSON structure: sensors.custom[].label,,active,1.0.0,,,,Discovered from JSON structure
sensors_custom_id,sensors.custom[].id,sensors,P3,direct,simple_value,"""string""",string,,Field discovered from JSON structure: sensors.custom[].id,,active,1.0.0,,,,Discovered from JSON structure
diagnostics_axles_weights_value,diagnostics.axles.weights[].value,diagnostics,P2,direct,simple_value,"""number""",string,,Field discovered from JSON structure: diagnostics.axles.weights[].value,,active,1.0.0,,,,Discovered from JSON structure
diagnostics_axles_weights_position,diagnostics.axles.weights[].position,diagnostics,P2,direct,simple_value,"""integer""",string,,Field discovered from JSON structure: diagnostics.axles.weights[].position,,active,1.0.0,,,,Discovered from JSON structure
diagnostics_axles_weights_unit,diagnostics.axles.weights[].unit,diagnostics,P2,direct,simple_value,"""kg""",string,,Field discovered from JSON structure: diagnostics.axles.weights[].unit,,active,1.0.0,,,,Discovered from JSON structure
diagnostics_body_belts_driver,diagnostics.body.belts.driver,diagnostics,P3,direct,simple_value,"""boolean""",string,,Field discovered from JSON structure: diagnostics.body.belts.driver,,active,1.0.0,,,,Discovered from JSON structure
diagnostics_body_belts_passenger,diagnostics.body.belts.passenger,diagnostics,P3,direct,simple_value,"""boolean""",string,,Field discovered from JSON structure: diagnostics.body.belts.passenger,,active,1.0.0,,,,Discovered from JSON structure
diagnostics_body_belts_rear_left,diagnostics.body.belts.rear_left,diagnostics,P3,direct,simple_value,"""boolean""",string,,Field discovered from JSON structure: diagnostics.body.belts.rear_left,,active,1.0.0,,,,Discovered from JSON structure
diagnostics_body_belts_rear_right,diagnostics.body.belts.rear_right,diagnostics,P3,direct,simple_value,"""boolean""",string,,Field discovered from JSON structure: diagnostics.body.belts.rear_right,,active,1.0.0,,,,Discovered from JSON structure
diagnostics_body_belts_rear_centre,diagnostics.body.belts.rear_centre,diagnostics,P3,direct,simple_value,"""boolean""",string,,Field discovered from JSON structure: diagnostics.body.belts.rear_centre,,active,1.0.0,,,,Discovered from JSON structure
diagnostics_body_doors_front_left,diagnostics.body.doors.front_left,diagnostics,P3,direct,simple_value,"""boolean""",string,,Field discovered from JSON structure: diagnostics.body.doors.front_left,,active,1.0.0,,,,Discovered from JSON structure
diagnostics_body_doors_front_right,diagnostics.body.doors.front_right,diagnostics,P3,direct,simple_value,"""boolean""",string,,Field discovered from JSON structure: diagnostics.body.doors.front_right,,active,1.0.0,,,,Discovered from JSON structure
diagnostics_body_doors_rear_left,diagnostics.body.doors.rear_left,diagnostics,P3,direct,simple_value,"""boolean""",string,,Field discovered from JSON structure: diagnostics.body.doors.rear_left,,active,1.0.0,,,,Discovered from JSON structure
diagnostics_body_doors_rear_right,diagnostics.body.doors.rear_right,diagnostics,P3,direct,simple_value,"""boolean""",string,,Field discovered from JSON structure: diagnostics.body.doors.rear_right,,active,1.0.0,,,,Discovered from JSON structure
diagnostics_body_doors_trunk,diagnostics.body.doors.trunk,diagnostics,P3,direct,simple_value,"""boolean""",string,,Field discovered from JSON structure: diagnostics.body.doors.trunk,,active,1.0.0,,,,Discovered from JSON structure
diagnostics_body_doors_hood,diagnostics.body.doors.hood,diagnostics,P3,direct,simple_value,"""boolean""",string,,Field discovered from JSON structure: diagnostics.body.doors.hood,,active,1.0.0,,,,Discovered from JSON structure
diagnostics_body_doors_roof,diagnostics.body.doors.roof,diagnostics,P3,direct,simple_value,"""boolean""",string,,Field discovered from JSON structure: diagnostics.body.doors.roof,,active,1.0.0,,,,Discovered from JSON structure
diagnostics_body_doors_engine_cover,diagnostics.body.doors.engine_cover,diagnostics,P3,direct,simple_value,"""boolean""",string,,Field discovered from JSON structure: diagnostics.body.doors.engine_cover,,active,1.0.0,,,,Discovered from JSON structure
diagnostics_body_lights_dipped_headlights,diagnostics.body.lights.dipped_headlights,diagnostics,P3,direct,simple_value,"""boolean""",string,,Field discovered from JSON structure: diagnostics.body.lights.dipped_headlights,,active,1.0.0,,,,Discovered from JSON structure
diagnostics_body_lights_full_beam_headlights,diagnostics.body.lights.full_beam_headlights,diagnostics,P3,direct,simple_value,"""boolean""",string,,Field discovered from JSON structure: diagnostics.body.lights.full_beam_headlights,,active,1.0.0,,,,Discovered from JSON structure
diagnostics_body_lights_front_fog_lights,diagnostics.body.lights.front_fog_lights,diagnostics,P3,direct,simple_value,"""boolean""",string,,Field discovered from JSON structure: diagnostics.body.lights.front_fog_lights,,active,1.0.0,,,,Discovered from JSON structure
diagnostics_body_lights_rear_fog_lights,diagnostics.body.lights.rear_fog_lights,diagnostics,P3,direct,simple_value,"""boolean""",string,,Field discovered from JSON structure: diagnostics.body.lights.rear_fog_lights,,active,1.0.0,,,,Discovered from JSON structure
diagnostics_body_lights_parking_lights,diagnostics.body.lights.parking_lights,diagnostics,P3,direct,simple_value,"""boolean""",string,,Field discovered from JSON structure: diagnostics.body.lights.parking_lights,,active,1.0.0,,,,Discovered from JSON structure
diagnostics_body_lights_additional_front_fog_lights,diagnostics.body.lights.additional_front_fog_lights,diagnostics,P3,direct,simple_value,"""boolean""",string,,Field discovered from JSON structure: diagnostics.body.lights.additional_front_fog_lights,,active,1.0.0,,,,Discovered from JSON structure
diagnostics_body_lights_additional_rear_lights,diagnostics.body.lights.additional_rear_lights,diagnostics,P3,direct,simple_value,"""boolean""",string,,Field discovered from JSON structure: diagnostics.body.lights.additional_rear_lights,,active,1.0.0,,,,Discovered from JSON structure
diagnostics_body_lights_light_signal,diagnostics.body.lights.light_signal,diagnostics,P3,direct,simple_value,"""boolean""",string,,Field discovered from JSON structure: diagnostics.body.lights.light_signal,,active,1.0.0,,,,Discovered from JSON structure
diagnostics_body_lights_lights_failure,diagnostics.body.lights.lights_failure,diagnostics,P3,direct,simple_value,"""boolean""",string,,Field discovered from JSON structure: diagnostics.body.lights.lights_failure,,active,1.0.0,,,,Discovered from JSON structure
other_impulse_counters_value,other.impulse_counters[].value,other,P3,direct,simple_value,"""number""",string,,Field discovered from JSON structure: other.impulse_counters[].value,,active,1.0.0,,,,Discovered from JSON structure
other_impulse_counters_position,other.impulse_counters[].position,other,P3,direct,simple_value,"""integer""",string,,Field discovered from JSON structure: other.impulse_counters[].position,,active,1.0.0,,,,Discovered from JSON structure
fuel_levels_unit,fuel.levels[].unit,fuel,P1,direct,simple_value,"""%""",string,,Unit for fuel level measurement (% or l),,active,1.0.0,,,,Added based on specification structure
